"id","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio","churned"
9556,57,"F","Doctorate","$40K - $60K",2,2,4288,1678,0.643,15505,113,0.687,0.391,"No"
2334,49,"F","Unknown","Less than $40K",1,1,3767,1106,0.944,15578,126,0.826,0.294,"No"
3710,29,"M","Post-Graduate","Less than $40K",4,3,2963,1466,1.378,2523,48,0.846,0.495,"No"
6933,43,"M","Post-Graduate","$60K - $80K",6,1,5427,2177,0.824,4328,73,0.622,0.401,"No"
3467,38,"M","Graduate","$80K - $120K",4,3,16059,618,0.824,1357,26,1,0.038,"No"
8590,40,"M","Unknown","$40K - $60K",4,2,23981,1788,0.631,1421,34,0.308,0.075,"No"
3704,40,"M","Graduate","$60K - $80K",6,2,15008,0,0.784,3943,85,0.771,0,"No"
7681,55,"F","Graduate","$40K - $60K",5,1,3735,1978,0.675,1749,41,0.577,0.53,"No"
7942,47,"F","Uneducated","$40K - $60K",2,3,1439,0,0.638,5047,79,0.837,0,"No"
9813,43,"F","High School","Less than $40K",2,3,7350,1360,0.744,7679,64,0.684,0.185,"No"
9529,34,"M","Uneducated","$120K +",3,1,5030,2326,0.856,3345,69,1.3,0.462,"No"
3205,51,"F","Graduate","Unknown",3,2,9352,1429,0.728,3536,71,0.69,0.153,"No"
8346,46,"F","Unknown","$40K - $60K",6,3,16985,968,0.455,2961,56,0.647,0.057,"No"
7324,52,"F","High School","Less than $40K",3,1,1960,1428,0.57,3782,64,0.641,0.729,"No"
8675,41,"F","Graduate","$40K - $60K",4,1,5654,2470,0.637,15123,111,0.881,0.437,"No"
6028,43,"M","College","$40K - $60K",6,3,4373,0,0.623,2397,46,0.484,0,"Yes"
23,59,"F","Graduate","Less than $40K",5,1,2621,2486,0.755,4955,78,0.733,0.948,"No"
5819,51,"F","Graduate","Less than $40K",6,2,1519,1148,0.767,4927,73,0.738,0.756,"No"
7320,52,"F","Post-Graduate","Less than $40K",2,4,1760,0,0.046,1554,35,0.029,0,"Yes"
3320,44,"M","Doctorate","$120K +",4,3,7924,2517,0.663,2393,37,0.682,0.318,"Yes"
9743,41,"F","Unknown","Less than $40K",5,3,1654,0,0.329,1730,30,0.364,0,"Yes"
8752,52,"M","College","$60K - $80K",1,1,7879,1007,0.726,4844,83,0.976,0.128,"No"
2115,56,"F","Uneducated","Less than $40K",3,1,8438,1825,0.589,4798,89,0.712,0.216,"No"
6339,50,"F","College","Less than $40K",3,3,1491,0,0.876,1058,34,0.889,0,"No"
4120,55,"F","High School","Less than $40K",4,2,1477,0,0.719,2419,49,0.531,0,"Yes"
9817,53,"M","Post-Graduate","$80K - $120K",4,2,29205,1208,0.957,1556,43,1.048,0.041,"No"
7534,39,"F","Graduate","Unknown",6,1,5024,1613,0.758,1925,40,0.667,0.321,"No"
1970,50,"M","Graduate","$80K - $120K",6,2,9771,1776,0.46,2778,53,0.472,0.182,"No"
112,46,"M","Graduate","$40K - $60K",4,2,1438.3,0,0.951,4374,71,0.775,0,"No"
2745,37,"M","High School","$40K - $60K",6,3,4297,0,0.797,4310,76,0.767,0,"No"
1367,51,"M","Uneducated","$60K - $80K",4,2,21800,893,0.445,3820,62,0.676,0.041,"No"
818,57,"F","College","Unknown",6,1,4283,488,0.865,4689,65,0.477,0.114,"No"
9985,48,"F","Graduate","Less than $40K",5,3,3696,0,0.916,3405,76,0.727,0,"No"
3416,57,"M","Uneducated","$80K - $120K",6,2,30622,0,1.329,3600,66,0.784,0,"No"
8579,42,"F","High School","$40K - $60K",1,3,4527,0,0.801,2441,37,0.37,0,"Yes"
4788,54,"F","Uneducated","$40K - $60K",1,3,9525,2517,0.669,4804,79,0.881,0.264,"No"
1123,45,"M","Graduate","$60K - $80K",2,3,28564,2517,0.711,14875,107,0.783,0.088,"No"
1169,50,"F","Doctorate","Unknown",3,3,2492,1410,0.835,4374,75,0.974,0.566,"No"
7580,51,"F","Unknown","Less than $40K",3,1,4941,786,0.833,3822,50,1.083,0.159,"No"
6040,31,"F","Uneducated","Less than $40K",4,2,5391,0,1.075,1971,56,0.6,0,"No"
1511,42,"F","Uneducated","Unknown",1,4,2875,1892,0.75,4577,81,0.688,0.658,"No"
1528,43,"M","Graduate","$120K +",1,3,33384,0,0.631,2066,46,0.769,0,"Yes"
9549,42,"F","College","$40K - $60K",5,2,1438.3,1223,0.491,2181,43,0.593,0.85,"Yes"
6646,47,"F","High School","Less than $40K",4,2,3139,0,0.728,4892,95,0.827,0,"No"
3222,39,"F","Graduate","$40K - $60K",2,3,3394,2517,0.689,5421,75,0.829,0.742,"No"
3514,60,"M","Uneducated","$60K - $80K",3,3,9452,2517,0.73,1825,50,0.613,0.266,"No"
1260,36,"F","College","Less than $40K",5,2,1971,0,0.613,4979,77,0.571,0,"No"
9155,59,"F","High School","$40K - $60K",5,3,1665,0,1.01,2748,40,0.333,0,"Yes"
3910,43,"M","High School","$60K - $80K",3,2,2049,1530,1.344,4521,70,0.628,0.747,"No"
3532,46,"F","Unknown","Less than $40K",1,0,2002,0,0.803,2423,39,0.857,0,"Yes"
7574,26,"F","Post-Graduate","Less than $40K",3,2,1442,1428,0.496,1134,26,0.238,0.99,"Yes"
4501,42,"F","High School","Less than $40K",5,2,2563,1579,0.924,4838,70,0.707,0.616,"No"
1974,37,"F","High School","Less than $40K",3,2,2588,1782,0.546,4159,83,0.766,0.689,"No"
6605,53,"M","Graduate","$80K - $120K",6,3,22140,733,0.987,1580,45,0.667,0.033,"No"
7189,48,"F","Unknown","Less than $40K",2,1,3329,0,0.814,14893,98,0.815,0,"No"
4537,62,"F","Graduate","Less than $40K",5,2,2616,801,0.719,4655,68,0.511,0.306,"No"
7765,30,"F","Graduate","Unknown",5,1,7772,1890,0.754,2585,75,0.829,0.243,"No"
5250,54,"F","Graduate","$40K - $60K",2,2,1779,0,0.856,2660,41,0.323,0,"Yes"
8903,41,"M","College","$80K - $120K",1,2,5037,1670,0.787,4379,67,0.811,0.332,"No"
9750,45,"F","Graduate","Less than $40K",6,3,5848,2517,0.561,2000,32,0.28,0.43,"Yes"
6586,56,"M","Graduate","$80K - $120K",2,3,16835,897,0.767,4059,80,0.778,0.053,"No"
6566,45,"F","High School","Less than $40K",1,3,15987,2262,0.714,15513,127,0.649,0.141,"No"
5441,31,"F","High School","Less than $40K",4,2,3273,2517,1.465,2726,57,0.727,0.769,"No"
9988,47,"F","High School","Less than $40K",5,3,7711,988,0.884,2078,42,0.68,0.128,"No"
2121,54,"F","Uneducated","$40K - $60K",3,1,2488,2196,0.733,4361,75,0.63,0.883,"No"
1162,37,"M","Graduate","$40K - $60K",6,3,3176,0,0.652,2298,67,0.457,0,"No"
7966,43,"F","Uneducated","Less than $40K",1,2,8256,2416,0.696,8104,64,0.73,0.293,"Yes"
4605,38,"F","Graduate","Less than $40K",2,3,15987,1766,0.791,8195,94,0.679,0.11,"No"
4570,27,"M","Graduate","$40K - $60K",2,3,10284,787,0.739,13355,92,0.84,0.077,"No"
6397,37,"F","High School","Unknown",3,3,9874,0,0.491,2446,47,0.567,0,"Yes"
16,41,"F","Graduate","$40K - $60K",3,2,3179,1229,0.781,4337,82,1.05,0.387,"No"
7553,41,"M","College","$120K +",6,3,5489,1513,0.87,4085,65,0.548,0.276,"No"
6791,53,"M","High School","$120K +",4,2,9025,1005,0.568,4412,87,0.706,0.111,"No"
4766,55,"F","High School","Less than $40K",5,2,3187,2517,1.144,1627,38,0.652,0.79,"No"
5229,50,"F","Unknown","Less than $40K",3,3,2046,0,0.936,3446,71,0.578,0,"No"
7847,50,"F","Post-Graduate","Unknown",2,2,19349,615,0.708,4351,79,0.717,0.032,"No"
4986,52,"M","High School","$40K - $60K",3,1,13532,1300,0.846,1521,29,1.417,0.096,"No"
4352,50,"F","Uneducated","Unknown",4,1,2315,1336,0.771,4143,65,0.667,0.577,"No"
7142,34,"F","Graduate","Less than $40K",5,3,2263,1794,0.794,2154,37,0.542,0.793,"No"
9362,55,"M","Doctorate","$80K - $120K",4,1,20865,0,0.881,837,25,0.667,0,"Yes"
5923,45,"F","High School","Unknown",6,4,17156,2517,0.717,1142,33,0.32,0.147,"Yes"
7634,44,"F","College","Less than $40K",1,2,7926,1051,0.729,7677,87,0.554,0.133,"No"
6,43,"M","Graduate","$120K +",5,1,28612,2517,0.712,14727,105,0.641,0.088,"No"
1433,44,"F","Unknown","$40K - $60K",2,1,3891,1015,0.755,5131,86,0.72,0.261,"No"
5389,46,"M","High School","$120K +",4,3,34516,772,0.979,3699,77,0.878,0.022,"No"
7616,33,"M","College","$120K +",2,1,34516,0,1.004,9338,73,0.622,0,"Yes"
5086,44,"F","Graduate","Less than $40K",3,3,2184,0,0.671,1973,42,0.556,0,"Yes"
6477,49,"F","Post-Graduate","Unknown",6,3,4821,0,0.746,4680,77,0.974,0,"No"
2301,55,"F","Graduate","Less than $40K",5,5,2033,1037,1.064,4100,82,0.708,0.51,"No"
8930,36,"M","High School","$80K - $120K",5,3,14690,979,0.811,2746,68,0.511,0.067,"No"
7361,51,"M","Graduate","$120K +",1,1,34516,1702,0.705,8652,98,0.849,0.049,"No"
2068,49,"M","Uneducated","$60K - $80K",3,3,3783,0,0.59,4383,82,0.783,0,"No"
8540,51,"M","High School","$40K - $60K",2,2,10017,1850,0.622,15635,116,0.681,0.185,"No"
7595,46,"M","High School","$60K - $80K",4,3,4696,0,0.732,4828,62,1.583,0,"No"
734,53,"M","High School","$120K +",4,3,7272,2037,0.795,2333,56,0.697,0.28,"No"
8158,61,"M","High School","$60K - $80K",6,3,5852,1935,0.829,3689,55,0.618,0.331,"No"
7858,35,"F","Graduate","Unknown",4,3,3280,1806,0.963,2534,78,0.95,0.551,"No"
1726,62,"M","Unknown","Less than $40K",3,2,3653,1769,0.825,4423,67,0.763,0.484,"No"
5554,50,"M","College","$40K - $60K",4,3,6943,600,0.653,4946,80,0.739,0.086,"No"
936,49,"M","Graduate","$80K - $120K",4,1,15610,2048,0.657,1916,58,0.526,0.131,"No"
8323,48,"F","College","Unknown",2,6,2337,0,0.586,5203,90,0.765,0,"No"
7526,30,"F","College","Unknown",4,2,9641,0,0.907,4710,75,0.667,0,"No"
8480,62,"F","High School","$40K - $60K",4,1,4409,785,0.838,4160,61,0.649,0.178,"No"
351,44,"F","College","$40K - $60K",2,1,17077,2179,0.738,7391,75,0.705,0.128,"No"
735,48,"M","High School","$80K - $120K",2,1,10761,1722,0.7,4731,82,0.783,0.16,"No"
5904,33,"M","Unknown","Unknown",6,1,25045,0,1.018,3444,52,0.926,0,"No"
2566,32,"M","Graduate","$40K - $60K",6,1,1614,925,0.598,2659,63,0.75,0.573,"No"
1835,44,"M","Uneducated","$40K - $60K",3,3,3843,1460,0.811,16461,105,0.909,0.38,"No"
6233,46,"F","Unknown","$40K - $60K",4,2,2505,0,0.8,4384,80,0.86,0,"No"
1797,42,"F","College","Less than $40K",5,3,2403,1105,0.735,4186,77,0.711,0.46,"No"
5336,56,"M","High School","$80K - $120K",2,3,8111,2051,0.999,3719,69,0.643,0.253,"No"
1380,45,"M","Graduate","$80K - $120K",1,3,8383,0,0.809,2600,44,0.517,0,"Yes"
6776,62,"F","Unknown","Less than $40K",4,2,1927,1319,0.672,4199,77,0.75,0.684,"No"
6340,65,"M","High School","Unknown",4,3,4465,703,1.026,4044,66,0.65,0.157,"No"
1010,32,"M","High School","Less than $40K",3,2,4500,0,0.626,2439,63,0.703,0,"No"
1188,50,"F","High School","Less than $40K",3,1,3397,1658,0.724,4208,75,0.786,0.488,"No"
4748,50,"F","High School","Unknown",5,0,10057,0,0.792,2383,42,0.448,0,"Yes"
3620,49,"M","Uneducated","$80K - $120K",5,4,2509,450,0.654,2239,47,0.621,0.179,"Yes"
3634,47,"F","College","Less than $40K",4,3,1789,1088,0.683,4191,90,0.525,0.608,"No"
7856,47,"F","Uneducated","$40K - $60K",2,3,23981,0,0.196,4536,61,0.605,0,"Yes"
2192,53,"M","Unknown","$120K +",3,3,34516,278,0.817,3029,49,0.4,0.008,"Yes"
8955,48,"M","Unknown","$80K - $120K",3,6,6805,1448,0.836,3463,65,0.711,0.213,"No"
67,51,"F","Uneducated","Less than $40K",4,3,1612,831,0.602,4924,81,0.884,0.516,"No"
8094,40,"F","Unknown","Unknown",6,3,4433,1488,0.669,3847,76,0.9,0.336,"No"
304,28,"F","Unknown","Unknown",3,4,3524,1306,0.8,4252,78,0.814,0.371,"No"
55,46,"M","College","$80K - $120K",4,2,20860,1496,0.816,3435,56,0.697,0.072,"No"
646,51,"F","Graduate","Less than $40K",4,2,8900,798,0.647,16737,88,0.66,0.09,"No"
6773,27,"F","Post-Graduate","Less than $40K",4,1,2965,1635,0.7,2553,59,0.553,0.551,"No"
4367,43,"F","Uneducated","$40K - $60K",4,1,1773,882,0.68,5400,84,0.615,0.497,"No"
5840,47,"F","High School","$40K - $60K",4,3,3788,1540,0.566,1594,47,0.382,0.407,"No"
6684,36,"M","Graduate","$40K - $60K",4,2,8995,1547,0.923,2398,61,0.794,0.172,"No"
4269,48,"F","Unknown","Less than $40K",5,2,1438.3,0,0.5,1897,58,0.706,0,"Yes"
6180,44,"F","Doctorate","Less than $40K",6,1,7222,0,0.685,920,18,0.5,0,"Yes"
301,40,"M","Post-Graduate","$60K - $80K",3,2,1659,0,0.585,3838,66,0.692,0,"No"
5388,44,"M","Graduate","$60K - $80K",1,2,3384,799,0.737,13152,100,0.754,0.236,"No"
6712,44,"M","Graduate","$60K - $80K",3,1,4141,1424,0.574,3512,65,0.477,0.344,"No"
4147,54,"F","Graduate","Less than $40K",3,2,13626,0,0.411,1711,30,0.25,0,"Yes"
7741,53,"M","Uneducated","$80K - $120K",2,3,2340,1612,0.696,8851,88,0.833,0.689,"No"
4494,39,"M","Graduate","$60K - $80K",2,3,21679,1073,0.745,15581,115,0.797,0.049,"No"
8774,47,"F","Uneducated","Unknown",6,2,12581,1235,0.611,4427,76,1.303,0.098,"No"
1255,49,"F","Graduate","Less than $40K",3,3,1438.3,0,0.409,1849,43,0.536,0,"Yes"
6047,46,"F","Unknown","$40K - $60K",6,4,1912,1172,0.827,4841,81,0.884,0.613,"No"
2122,42,"F","Unknown","Less than $40K",1,1,8798,1509,0.845,8020,74,0.721,0.172,"No"
2044,62,"M","Graduate","$80K - $120K",4,3,1438.3,0,0.794,3628,74,0.644,0,"No"
3603,50,"M","Graduate","$60K - $80K",5,3,4772,1770,0.545,4054,72,0.674,0.371,"No"
3141,32,"M","Graduate","$40K - $60K",6,2,2801,1472,1.027,2467,54,0.8,0.526,"No"
9416,59,"F","Graduate","Less than $40K",6,2,2228,1502,0.719,3922,75,1.027,0.674,"No"
2207,49,"F","Graduate","Less than $40K",2,3,11059,0,0.99,9524,80,0.905,0,"Yes"
8461,47,"F","Graduate","Unknown",1,3,3443,0,0.832,2505,45,0.452,0,"Yes"
6465,54,"F","Graduate","Less than $40K",5,2,2939,2152,0.555,2476,42,0.355,0.732,"Yes"
7839,35,"F","Graduate","Less than $40K",1,3,1678,0,0.676,2475,61,0.694,0,"Yes"
9107,37,"M","Post-Graduate","$80K - $120K",6,3,2626,1736,0.786,4714,93,0.788,0.661,"No"
3063,34,"M","Post-Graduate","$80K - $120K",3,3,34516,1731,0.605,2421,63,0.575,0.05,"No"
2970,49,"M","High School","$80K - $120K",5,2,32338,1664,0.919,3013,83,0.766,0.051,"No"
5924,31,"F","College","Unknown",4,6,3647,1480,0.76,2271,60,0.364,0.406,"No"
4744,50,"M","Unknown","$60K - $80K",1,2,11552,1970,0.705,7180,96,0.548,0.171,"No"
1034,42,"F","Uneducated","Unknown",6,2,5557,2246,0.518,2299,39,0.444,0.404,"Yes"
5661,52,"F","High School","Less than $40K",4,2,5616,2410,0.962,3410,62,0.59,0.429,"No"
1413,60,"F","High School","Less than $40K",2,3,3845,1460,0.857,14432,106,0.828,0.38,"No"
2133,42,"F","Doctorate","Less than $40K",2,3,1438.3,0,0.373,1693,37,0.423,0,"Yes"
9517,54,"M","Graduate","$120K +",3,1,34516,854,0.928,1999,54,0.8,0.025,"No"
4364,53,"M","Graduate","$80K - $120K",5,2,11329,1180,0.648,1213,33,0.571,0.104,"No"
3869,38,"M","Uneducated","$80K - $120K",2,2,16722,0,0.719,15110,113,0.823,0,"No"
829,48,"M","Doctorate","Less than $40K",3,3,5945,1685,0.9,3598,67,0.718,0.283,"No"
8102,61,"M","College","$80K - $120K",2,4,21398,0,0.695,3119,53,0.767,0,"Yes"
7727,52,"M","College","$80K - $120K",4,3,2066,1601,0.742,1578,41,0.414,0.775,"No"
6592,48,"F","Graduate","$40K - $60K",4,2,5724,582,0.817,4510,59,0.903,0.102,"No"
9174,61,"M","High School","$80K - $120K",4,1,2800,2448,0.549,1433,40,0.481,0.874,"No"
653,35,"M","High School","$40K - $60K",4,3,8599,938,0.537,3015,64,0.73,0.109,"No"
7199,46,"M","Unknown","$120K +",3,2,3132,1466,0.689,3612,59,0.595,0.468,"No"
3892,44,"M","Graduate","$60K - $80K",2,3,14546,1703,0.955,1273,27,0.588,0.117,"No"
2729,38,"F","High School","$40K - $60K",1,2,2148,1103,0.602,4711,64,0.882,0.514,"No"
8004,47,"M","Doctorate","$60K - $80K",4,1,19665,706,1.317,1110,58,0.349,0.036,"No"
8341,30,"M","Graduate","$60K - $80K",3,5,18513,2517,0.524,1567,33,0.941,0.136,"No"
4802,57,"M","Graduate","$80K - $120K",6,3,6248,1493,0.597,4664,60,0.579,0.239,"No"
4012,44,"F","High School","Less than $40K",2,3,3170,2330,0.858,5357,91,0.978,0.735,"No"
2193,55,"F","College","Unknown",6,2,7613,0,0.68,4268,69,0.725,0,"No"
952,56,"M","Graduate","$60K - $80K",5,3,7075,1676,1.268,4160,75,0.667,0.237,"No"
7095,38,"F","Graduate","Unknown",4,1,6861,1598,2.103,2228,39,0.95,0.233,"No"
6550,45,"F","Uneducated","Unknown",4,3,15875,1719,0.86,1592,37,1.467,0.108,"No"
1078,36,"M","Uneducated","$80K - $120K",6,3,21434,1345,0.603,2143,46,0.586,0.063,"No"
7638,49,"M","Graduate","$40K - $60K",4,2,10541,1387,0.72,4269,92,0.614,0.132,"No"
8979,52,"M","Graduate","$120K +",2,3,14543,0,0.788,1536,37,0.423,0,"No"
3829,48,"F","Graduate","Less than $40K",4,2,3378,0,0.58,4761,81,0.884,0,"No"
4419,42,"M","Unknown","$80K - $120K",2,1,7537,1239,0.854,7613,90,0.579,0.164,"No"
7114,41,"F","High School","Less than $40K",3,2,2787,2053,0.76,4949,76,0.551,0.737,"No"
385,49,"F","High School","$40K - $60K",5,3,3263,1522,0.58,4288,69,0.725,0.466,"No"
2815,41,"M","Graduate","$60K - $80K",5,1,4821,1426,0.898,3571,58,0.933,0.296,"No"
655,59,"M","Graduate","Unknown",1,5,12265,1412,0.643,7470,82,0.783,0.115,"No"
2058,46,"F","Graduate","Less than $40K",1,2,1438.3,0,0.35,1757,44,0.467,0,"Yes"
9789,53,"M","Graduate","$80K - $120K",3,1,20231,1434,0.543,5002,78,0.66,0.071,"No"
4391,42,"F","Uneducated","Unknown",5,5,4708,0,0.718,4597,89,0.679,0,"No"
8167,48,"F","High School","Less than $40K",1,2,3607,0,0.504,2013,35,0.458,0,"Yes"
921,29,"F","Uneducated","Less than $40K",2,1,2832,1819,0.674,4761,75,0.744,0.642,"No"
7589,43,"F","Graduate","Less than $40K",4,3,4724,2056,0.423,1232,31,0.55,0.435,"No"
4459,45,"F","Post-Graduate","Less than $40K",3,2,2911,1471,0.871,4450,62,0.771,0.505,"No"
6875,48,"M","High School","$120K +",6,5,29963,2094,0.648,1205,28,0.867,0.07,"No"
1080,40,"M","Unknown","$80K - $120K",6,1,4042,1744,0.582,1471,37,0.542,0.431,"No"
3412,54,"M","Graduate","$80K - $120K",2,3,11114,2482,1.08,5044,81,0.688,0.223,"No"
5804,43,"M","Graduate","$80K - $120K",1,1,7196,696,0.839,8689,93,0.898,0.097,"No"
2470,45,"M","Graduate","Less than $40K",5,2,1438.3,1060,0.301,1253,29,0.318,0.737,"Yes"
10064,46,"F","Uneducated","Less than $40K",6,5,2069,1101,0.741,7307,82,0.745,0.532,"No"
9866,43,"M","High School","$80K - $120K",6,2,34516,1075,0.727,3015,65,0.477,0.031,"No"
8894,35,"M","Graduate","$80K - $120K",4,1,23561,864,1.373,2447,64,1,0.037,"No"
31,60,"F","Graduate","$40K - $60K",1,2,9502,1881,0.717,14418,100,0.754,0.198,"No"
10091,59,"F","Unknown","Less than $40K",4,3,5512,1124,1.391,1975,49,1.579,0.204,"No"
7573,45,"M","High School","$80K - $120K",3,2,34516,1170,0.678,3785,64,0.6,0.034,"No"
1222,41,"F","Unknown","Unknown",2,3,14746,0,0.857,14771,127,0.628,0,"No"
7224,41,"M","High School","$80K - $120K",4,3,23124,1746,0.807,1959,50,0.724,0.076,"No"
7333,63,"M","Graduate","$40K - $60K",4,2,6500,1786,0.524,1497,27,0.35,0.275,"No"
10000,33,"M","Graduate","$60K - $80K",6,3,24149,1848,0.731,2584,66,0.833,0.077,"No"
2326,47,"F","Post-Graduate","Unknown",4,4,6451,0,0.706,2400,43,0.433,0,"Yes"
3449,35,"M","Graduate","$80K - $120K",3,2,12643,0,0.393,787,21,0.167,0,"Yes"
1265,53,"M","College","$80K - $120K",4,4,6052,1720,0.683,1476,37,0.423,0.284,"No"
5294,38,"F","Doctorate","Less than $40K",5,2,1934,985,0.72,4019,78,0.857,0.509,"No"
7890,26,"F","Graduate","$40K - $60K",5,3,3930,0,0.758,2067,42,0.355,0,"No"
7462,50,"M","Unknown","$120K +",4,5,34516,668,0.894,3931,77,0.791,0.019,"No"
312,47,"F","Unknown","Less than $40K",1,3,1438.3,0,0.677,4624,73,0.587,0,"No"
1704,41,"M","High School","$80K - $120K",1,3,16627,2118,0.589,7996,99,0.597,0.127,"No"
5667,34,"F","Graduate","Less than $40K",5,2,5845,0,0.504,2308,35,0.591,0,"Yes"
9302,57,"F","College","Less than $40K",4,2,1857,1528,0.698,4681,71,0.868,0.823,"No"
9883,30,"M","Unknown","$120K +",3,2,1548,0,0.828,2611,64,0.455,0,"No"
720,28,"F","Graduate","Less than $40K",4,2,1624,0,0.299,1897,35,0.25,0,"Yes"
5713,28,"F","Graduate","Unknown",2,2,23103,897,0.913,14049,120,0.714,0.039,"No"
4099,52,"F","Graduate","Less than $40K",3,3,6060,1687,0.563,3953,65,0.711,0.278,"No"
8095,57,"M","Graduate","$60K - $80K",4,3,8466,1886,0.56,1342,32,0.391,0.223,"No"
5212,46,"M","Uneducated","$80K - $120K",6,3,34516,1104,0.591,1989,47,0.741,0.032,"Yes"
4103,43,"M","Unknown","$120K +",4,2,11926,1766,0.875,3778,84,0.75,0.148,"No"
4733,52,"M","High School","$60K - $80K",5,1,24287,1676,0.506,5495,69,0.816,0.069,"No"
6299,39,"M","High School","$80K - $120K",5,3,6347,569,0.668,3927,82,0.577,0.09,"No"
3354,36,"F","Graduate","Less than $40K",5,2,3111,2517,0.646,2367,41,0.519,0.809,"Yes"
8501,39,"F","Uneducated","Less than $40K",5,3,2609,1656,0.657,3024,64,0.6,0.635,"No"
9149,50,"F","High School","Less than $40K",3,3,1438.3,663,0.384,2987,73,0.622,0.461,"No"
9119,37,"F","High School","Less than $40K",6,3,1879,1486,0.836,5202,88,0.692,0.791,"No"
3015,51,"F","High School","Unknown",1,4,9989,568,0.52,2053,49,0.485,0.057,"Yes"
5382,35,"F","Doctorate","$40K - $60K",6,1,1953,1554,0.581,4598,71,0.651,0.796,"No"
5213,49,"F","Uneducated","$40K - $60K",6,2,8900,1700,0.906,4710,70,0.556,0.191,"No"
8198,52,"M","Graduate","$80K - $120K",2,1,34516,1618,1,11603,109,0.847,0.047,"No"
1163,31,"M","High School","$60K - $80K",1,1,32535,1722,0.856,15738,116,0.657,0.053,"No"
3215,65,"M","Doctorate","$40K - $60K",5,2,1456,867,0.725,3953,69,0.725,0.595,"No"
8532,50,"M","Graduate","$80K - $120K",3,1,3126,0,0.824,1388,41,0.464,0,"No"
7153,48,"M","Graduate","$80K - $120K",6,2,24446,1854,0.782,3897,75,0.786,0.076,"No"
1235,49,"F","High School","Less than $40K",4,2,1763,0,0.896,2813,43,0.536,0,"Yes"
9021,44,"M","Graduate","$120K +",6,3,34516,2517,0.765,4228,83,0.596,0.073,"No"
3257,46,"M","College","$40K - $60K",1,3,3914,1683,0.636,4242,64,0.73,0.43,"No"
5128,57,"F","Doctorate","$40K - $60K",2,3,3667,809,0.778,5322,79,0.975,0.221,"No"
1291,39,"M","College","$60K - $80K",4,3,7410,2517,1.924,2398,37,1.176,0.34,"No"
5859,49,"M","Graduate","$60K - $80K",6,3,6481,1569,0.692,15937,119,0.803,0.242,"No"
2695,43,"M","Graduate","Less than $40K",3,1,4098,1776,0.673,3939,84,0.647,0.433,"No"
1846,49,"F","Unknown","$40K - $60K",5,2,3943,1135,0.672,4180,82,0.783,0.288,"No"
6769,41,"M","High School","$120K +",5,4,18232,1140,0.657,4775,84,1.1,0.063,"No"
4064,65,"F","Graduate","Less than $40K",6,3,7478,0,0.847,2213,62,0.771,0,"No"
5536,53,"F","Doctorate","Unknown",3,2,4500,0,0.761,4579,78,0.814,0,"No"
578,45,"M","Graduate","$80K - $120K",5,3,12250,2165,0.641,1995,39,0.696,0.177,"Yes"
2842,36,"M","College","$120K +",5,3,28200,765,0.68,2507,64,0.641,0.027,"No"
7082,52,"M","High School","$120K +",5,3,34516,216,0.556,2395,47,0.306,0.006,"Yes"
7864,51,"M","Unknown","$80K - $120K",4,3,24462,946,0.475,1709,37,0.542,0.039,"Yes"
7355,36,"F","Unknown","$40K - $60K",3,1,4789,1257,1.134,1534,29,0.933,0.262,"No"
1793,52,"M","High School","$80K - $120K",6,2,2650,1049,0.874,4218,64,0.73,0.396,"No"
4997,50,"M","Unknown","$120K +",3,2,27512,2137,1.048,1149,25,0.562,0.078,"Yes"
2783,28,"M","High School","Less than $40K",3,3,3480,0,0.731,2744,75,0.829,0,"No"
9019,47,"M","Unknown","$80K - $120K",5,2,34516,0,1.06,2851,80,0.739,0,"No"
9343,55,"F","Unknown","Less than $40K",4,2,1438.3,0,0.571,2244,54,0.929,0,"Yes"
2404,51,"F","High School","$40K - $60K",4,1,5351,0,0.763,4596,78,0.5,0,"No"
3324,29,"F","Uneducated","Less than $40K",5,4,2926,0,0.84,2775,74,1.114,0,"No"
7694,43,"F","College","Less than $40K",3,1,1438.3,0,0.83,4482,54,0.636,0,"No"
6547,51,"M","Graduate","$80K - $120K",4,2,10458,0,0.587,3481,51,0.5,0,"No"
2995,52,"M","Graduate","$60K - $80K",4,1,7215,0,0.829,4409,75,0.974,0,"No"
3375,52,"F","High School","Less than $40K",3,3,2728,1365,0.648,4293,83,0.976,0.5,"No"
7543,37,"F","High School","Less than $40K",6,2,3586,1414,0.745,2780,57,0.727,0.394,"No"
8769,53,"M","Graduate","$120K +",5,2,10620,2090,0.88,3453,68,0.838,0.197,"No"
